umur_alat,jam_operasional,kondisi_terakhir,jumlah_perbaikan,lokasi_operasi,jenis_alat,label_risiko
9,4871,Rusak,7,Risiko Tinggi,Bulldozer,Risiko Tinggi
18,77,Dalam Perbaikan,8,Risiko Tinggi,Bulldozer,Risiko Tinggi
5,1035,Baik,6,Risiko Tinggi,Compactor,Risiko Rendah
25,7523,Dalam Perbaikan,10,Risiko Sedang,Motor Grader,Risiko Tinggi
5,4986,Rusak,7,Risiko Rendah,Wheel Loader,Risiko Sedang
15,6541,Rusak,8,Risiko Sedang,Compactor,Risiko Tinggi
13,4264,Dalam Perbaikan,3,Risiko Sedang,Backhoe Loader,Risiko Tinggi
17,3330,Rusak,1,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
24,5979,Baik,1,Risiko Rendah,Lainnya,Risiko Tinggi
25,692,Dalam Perbaikan,4,Risiko Tinggi,Wheel Loader,Risiko Tinggi
1,7162,Baik,6,Risiko Tinggi,Dump Truck,Risiko Tinggi
3,1117,Rusak,7,Risiko Tinggi,Dump Truck,Risiko Sedang
4,1021,Rusak,0,Risiko Tinggi,Motor Grader,Risiko Rendah
0,6110,Baik,6,Risiko Tinggi,Dump Truck,Risiko Tinggi
3,2826,Baik,10,Risiko Tinggi,Lainnya,Risiko Rendah
25,4975,Rusak,2,Risiko Tinggi,Dump Truck,Risiko Tinggi
19,1432,Baik,5,Risiko Rendah,Dump Truck,Risiko Tinggi
15,7802,Baik,6,Risiko Sedang,Forklift,Risiko Tinggi
21,3057,Baik,5,Risiko Tinggi,Motor Grader,Risiko Tinggi
0,4416,Baik,4,Risiko Sedang,Wheel Loader,Risiko Rendah
17,2168,Baik,0,Risiko Tinggi,Lainnya,Risiko Tinggi
14,1781,Rusak,10,Risiko Tinggi,Excavator,Risiko Tinggi
12,7311,Dalam Perbaikan,7,Risiko Rendah,Crane,Risiko Tinggi
26,5042,Rusak,5,Risiko Sedang,Crane,Risiko Tinggi
23,42,Rusak,2,Risiko Sedang,Crane,Risiko Tinggi
26,830,Rusak,7,Risiko Rendah,Backhoe Loader,Risiko Tinggi
10,4213,Baik,6,Risiko Rendah,Wheel Loader,Risiko Sedang
26,1274,Dalam Perbaikan,4,Risiko Rendah,Wheel Loader,Risiko Tinggi
14,3066,Rusak,5,Risiko Sedang,Bulldozer,Risiko Tinggi
9,6648,Rusak,1,Risiko Sedang,Wheel Loader,Risiko Tinggi
21,1145,Rusak,6,Risiko Rendah,Crane,Risiko Tinggi
4,1625,Baik,3,Risiko Sedang,Excavator,Risiko Rendah
22,3232,Rusak,5,Risiko Rendah,Bulldozer,Risiko Tinggi
5,1630,Rusak,10,Risiko Sedang,Backhoe Loader,Risiko Sedang
13,4006,Dalam Perbaikan,7,Risiko Tinggi,Bulldozer,Risiko Tinggi
16,6152,Rusak,8,Risiko Tinggi,Forklift,Risiko Tinggi
22,898,Baik,0,Risiko Rendah,Bulldozer,Risiko Tinggi
15,4096,Baik,10,Risiko Rendah,Excavator,Risiko Tinggi
5,6798,Rusak,6,Risiko Tinggi,Excavator,Risiko Tinggi
13,3933,Rusak,4,Risiko Sedang,Backhoe Loader,Risiko Tinggi
2,3513,Baik,9,Risiko Rendah,Dump Truck,Risiko Rendah
21,2043,Rusak,1,Risiko Sedang,Motor Grader,Risiko Tinggi
5,6722,Rusak,3,Risiko Sedang,Backhoe Loader,Risiko Tinggi
4,5983,Dalam Perbaikan,9,Risiko Rendah,Motor Grader,Risiko Tinggi
8,5152,Dalam Perbaikan,2,Risiko Rendah,Backhoe Loader,Risiko Tinggi
22,3287,Baik,4,Risiko Rendah,Bulldozer,Risiko Tinggi
13,144,Dalam Perbaikan,3,Risiko Rendah,Excavator,Risiko Tinggi
14,3336,Dalam Perbaikan,4,Risiko Tinggi,Motor Grader,Risiko Tinggi
19,2753,Rusak,7,Risiko Rendah,Dump Truck,Risiko Tinggi
13,5274,Baik,4,Risiko Rendah,Compactor,Risiko Tinggi
15,2298,Rusak,6,Risiko Rendah,Crane,Risiko Tinggi
25,1488,Baik,0,Risiko Rendah,Crane,Risiko Tinggi
20,2337,Rusak,4,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
13,1514,Rusak,7,Risiko Sedang,Crane,Risiko Tinggi
17,913,Baik,10,Risiko Rendah,Dump Truck,Risiko Tinggi
2,7061,Baik,5,Risiko Sedang,Crane,Risiko Tinggi
3,6379,Dalam Perbaikan,8,Risiko Tinggi,Crane,Risiko Tinggi
19,5326,Rusak,3,Risiko Tinggi,Forklift,Risiko Tinggi
24,7267,Baik,2,Risiko Tinggi,Lainnya,Risiko Tinggi
23,336,Dalam Perbaikan,10,Risiko Rendah,Motor Grader,Risiko Tinggi
4,3651,Baik,1,Risiko Tinggi,Lainnya,Risiko Rendah
16,2469,Dalam Perbaikan,7,Risiko Rendah,Dump Truck,Risiko Tinggi
3,1258,Baik,2,Risiko Rendah,Forklift,Risiko Rendah
9,5829,Rusak,8,Risiko Sedang,Crane,Risiko Tinggi
12,5159,Dalam Perbaikan,1,Risiko Sedang,Backhoe Loader,Risiko Tinggi
11,3432,Dalam Perbaikan,8,Risiko Rendah,Bulldozer,Risiko Sedang
7,2245,Dalam Perbaikan,2,Risiko Sedang,Excavator,Risiko Rendah
8,498,Dalam Perbaikan,3,Risiko Tinggi,Forklift,Risiko Sedang
11,5609,Dalam Perbaikan,8,Risiko Rendah,Bulldozer,Risiko Tinggi
12,6149,Dalam Perbaikan,6,Risiko Tinggi,Forklift,Risiko Tinggi
14,4974,Rusak,3,Risiko Rendah,Excavator,Risiko Tinggi
21,4684,Baik,9,Risiko Tinggi,Excavator,Risiko Tinggi
1,4200,Rusak,8,Risiko Tinggi,Dump Truck,Risiko Sedang
18,2485,Baik,4,Risiko Tinggi,Compactor,Risiko Tinggi
9,975,Baik,3,Risiko Rendah,Dump Truck,Risiko Rendah
19,2390,Baik,10,Risiko Rendah,Compactor,Risiko Tinggi
22,2215,Baik,10,Risiko Rendah,Motor Grader,Risiko Tinggi
9,951,Baik,10,Risiko Sedang,Lainnya,Risiko Rendah
15,2658,Baik,8,Risiko Sedang,Bulldozer,Risiko Tinggi
13,7359,Dalam Perbaikan,4,Risiko Sedang,Excavator,Risiko Tinggi
6,6684,Baik,5,Risiko Rendah,Compactor,Risiko Tinggi
21,2097,Baik,8,Risiko Tinggi,Lainnya,Risiko Tinggi
23,5919,Dalam Perbaikan,6,Risiko Tinggi,Compactor,Risiko Tinggi
6,5196,Dalam Perbaikan,8,Risiko Rendah,Wheel Loader,Risiko Tinggi
19,2656,Rusak,3,Risiko Tinggi,Forklift,Risiko Tinggi
22,3654,Baik,6,Risiko Sedang,Bulldozer,Risiko Tinggi
11,767,Rusak,2,Risiko Sedang,Bulldozer,Risiko Sedang
0,7064,Baik,3,Risiko Tinggi,Wheel Loader,Risiko Tinggi
3,1477,Dalam Perbaikan,4,Risiko Rendah,Compactor,Risiko Rendah
21,7251,Baik,6,Risiko Tinggi,Lainnya,Risiko Tinggi
20,568,Baik,1,Risiko Sedang,Motor Grader,Risiko Tinggi
12,7447,Dalam Perbaikan,6,Risiko Rendah,Dump Truck,Risiko Tinggi
22,5953,Baik,9,Risiko Rendah,Forklift,Risiko Tinggi
14,169,Baik,0,Risiko Tinggi,Excavator,Risiko Tinggi
22,2034,Baik,4,Risiko Rendah,Lainnya,Risiko Tinggi
26,6491,Baik,1,Risiko Tinggi,Crane,Risiko Tinggi
4,696,Baik,2,Risiko Sedang,Lainnya,Risiko Rendah
12,6680,Baik,4,Risiko Sedang,Wheel Loader,Risiko Tinggi
22,1997,Baik,8,Risiko Tinggi,Compactor,Risiko Tinggi
6,4453,Baik,0,Risiko Rendah,Backhoe Loader,Risiko Rendah
9,2430,Baik,8,Risiko Sedang,Bulldozer,Risiko Sedang
26,7472,Baik,0,Risiko Rendah,Forklift,Risiko Tinggi
14,1207,Rusak,10,Risiko Sedang,Motor Grader,Risiko Tinggi
5,3151,Dalam Perbaikan,1,Risiko Sedang,Bulldozer,Risiko Rendah
23,1839,Baik,4,Risiko Sedang,Backhoe Loader,Risiko Tinggi
7,2733,Baik,5,Risiko Rendah,Excavator,Risiko Rendah
7,1237,Baik,6,Risiko Tinggi,Crane,Risiko Rendah
7,1485,Dalam Perbaikan,6,Risiko Rendah,Compactor,Risiko Rendah
7,6697,Rusak,5,Risiko Rendah,Compactor,Risiko Tinggi
11,5420,Rusak,4,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
1,17,Baik,10,Risiko Rendah,Crane,Risiko Rendah
22,3199,Rusak,7,Risiko Rendah,Backhoe Loader,Risiko Tinggi
8,3501,Dalam Perbaikan,4,Risiko Rendah,Backhoe Loader,Risiko Sedang
16,1044,Baik,6,Risiko Sedang,Crane,Risiko Tinggi
11,3472,Rusak,6,Risiko Tinggi,Crane,Risiko Sedang
22,6571,Dalam Perbaikan,3,Risiko Sedang,Forklift,Risiko Tinggi
9,4072,Dalam Perbaikan,8,Risiko Sedang,Dump Truck,Risiko Sedang
9,6728,Baik,6,Risiko Rendah,Lainnya,Risiko Tinggi
4,3455,Dalam Perbaikan,9,Risiko Tinggi,Motor Grader,Risiko Sedang
4,714,Baik,5,Risiko Rendah,Motor Grader,Risiko Rendah
26,2968,Dalam Perbaikan,7,Risiko Rendah,Backhoe Loader,Risiko Tinggi
25,7465,Rusak,5,Risiko Rendah,Compactor,Risiko Tinggi
12,1180,Dalam Perbaikan,6,Risiko Rendah,Motor Grader,Risiko Rendah
0,1839,Baik,2,Risiko Rendah,Bulldozer,Risiko Rendah
14,6005,Baik,6,Risiko Sedang,Excavator,Risiko Tinggi
4,868,Dalam Perbaikan,9,Risiko Rendah,Wheel Loader,Risiko Rendah
0,4865,Baik,0,Risiko Rendah,Crane,Risiko Rendah
22,647,Baik,1,Risiko Rendah,Lainnya,Risiko Tinggi
0,6665,Rusak,2,Risiko Rendah,Wheel Loader,Risiko Tinggi
3,1147,Dalam Perbaikan,8,Risiko Tinggi,Compactor,Risiko Rendah
11,3371,Dalam Perbaikan,5,Risiko Sedang,Excavator,Risiko Sedang
17,911,Baik,0,Risiko Tinggi,Excavator,Risiko Tinggi
7,6153,Baik,8,Risiko Rendah,Excavator,Risiko Tinggi
14,6821,Rusak,10,Risiko Sedang,Dump Truck,Risiko Tinggi
4,6795,Rusak,9,Risiko Tinggi,Compactor,Risiko Tinggi
4,1862,Rusak,2,Risiko Sedang,Backhoe Loader,Risiko Rendah
10,3092,Baik,3,Risiko Sedang,Lainnya,Risiko Sedang
25,1793,Rusak,2,Risiko Tinggi,Dump Truck,Risiko Tinggi
7,6895,Baik,7,Risiko Sedang,Crane,Risiko Tinggi
6,5258,Rusak,6,Risiko Rendah,Excavator,Risiko Tinggi
1,3043,Dalam Perbaikan,6,Risiko Rendah,Compactor,Risiko Rendah
23,855,Baik,5,Risiko Tinggi,Crane,Risiko Tinggi
26,1962,Rusak,2,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
24,1735,Dalam Perbaikan,0,Risiko Sedang,Motor Grader,Risiko Tinggi
9,1652,Dalam Perbaikan,0,Risiko Rendah,Compactor,Risiko Rendah
24,8000,Dalam Perbaikan,9,Risiko Rendah,Lainnya,Risiko Tinggi
1,3963,Baik,0,Risiko Sedang,Backhoe Loader,Risiko Rendah
17,69,Rusak,4,Risiko Sedang,Dump Truck,Risiko Tinggi
20,2576,Rusak,5,Risiko Rendah,Backhoe Loader,Risiko Tinggi
16,3336,Dalam Perbaikan,8,Risiko Rendah,Dump Truck,Risiko Tinggi
1,6349,Baik,0,Risiko Tinggi,Forklift,Risiko Tinggi
11,4803,Baik,4,Risiko Rendah,Bulldozer,Risiko Sedang
5,3793,Baik,10,Risiko Rendah,Motor Grader,Risiko Rendah
20,6614,Dalam Perbaikan,10,Risiko Rendah,Bulldozer,Risiko Tinggi
10,4229,Dalam Perbaikan,9,Risiko Tinggi,Dump Truck,Risiko Sedang
2,2796,Rusak,2,Risiko Sedang,Compactor,Risiko Rendah
15,5107,Rusak,0,Risiko Tinggi,Forklift,Risiko Tinggi
19,1710,Dalam Perbaikan,9,Risiko Rendah,Bulldozer,Risiko Tinggi
8,5142,Rusak,1,Risiko Rendah,Bulldozer,Risiko Tinggi
2,7130,Rusak,8,Risiko Rendah,Wheel Loader,Risiko Tinggi
23,3725,Rusak,2,Risiko Sedang,Bulldozer,Risiko Tinggi
24,2294,Dalam Perbaikan,5,Risiko Sedang,Backhoe Loader,Risiko Tinggi
24,1467,Dalam Perbaikan,7,Risiko Sedang,Wheel Loader,Risiko Tinggi
18,6251,Rusak,10,Risiko Rendah,Backhoe Loader,Risiko Tinggi
8,3999,Baik,5,Risiko Sedang,Forklift,Risiko Sedang
13,7020,Dalam Perbaikan,10,Risiko Rendah,Wheel Loader,Risiko Tinggi
15,4198,Dalam Perbaikan,5,Risiko Sedang,Backhoe Loader,Risiko Tinggi
5,3384,Dalam Perbaikan,7,Risiko Sedang,Excavator,Risiko Sedang
7,5274,Baik,3,Risiko Tinggi,Dump Truck,Risiko Tinggi
26,1266,Baik,4,Risiko Sedang,Bulldozer,Risiko Tinggi
8,3270,Baik,3,Risiko Sedang,Wheel Loader,Risiko Sedang
5,765,Rusak,7,Risiko Sedang,Dump Truck,Risiko Sedang
0,3808,Baik,1,Risiko Rendah,Backhoe Loader,Risiko Rendah
14,6293,Rusak,3,Risiko Sedang,Crane,Risiko Tinggi
24,2599,Rusak,9,Risiko Sedang,Motor Grader,Risiko Tinggi
4,6072,Rusak,1,Risiko Sedang,Wheel Loader,Risiko Tinggi
25,4465,Baik,7,Risiko Rendah,Motor Grader,Risiko Tinggi
16,4654,Baik,9,Risiko Sedang,Excavator,Risiko Tinggi
1,2961,Rusak,7,Risiko Rendah,Excavator,Risiko Rendah
20,7110,Baik,10,Risiko Sedang,Compactor,Risiko Tinggi
18,5207,Baik,1,Risiko Rendah,Backhoe Loader,Risiko Tinggi
18,3318,Baik,4,Risiko Tinggi,Wheel Loader,Risiko Tinggi
13,4298,Baik,10,Risiko Sedang,Bulldozer,Risiko Tinggi
0,440,Baik,6,Risiko Sedang,Compactor,Risiko Rendah
21,1626,Rusak,6,Risiko Sedang,Wheel Loader,Risiko Tinggi
9,5642,Baik,6,Risiko Sedang,Lainnya,Risiko Tinggi
14,6742,Baik,8,Risiko Tinggi,Motor Grader,Risiko Tinggi
24,5920,Dalam Perbaikan,9,Risiko Tinggi,Bulldozer,Risiko Tinggi
16,5440,Dalam Perbaikan,5,Risiko Rendah,Bulldozer,Risiko Tinggi
12,7649,Baik,7,Risiko Sedang,Backhoe Loader,Risiko Tinggi
1,7946,Dalam Perbaikan,6,Risiko Sedang,Dump Truck,Risiko Tinggi
3,30,Rusak,2,Risiko Tinggi,Wheel Loader,Risiko Rendah
6,7941,Dalam Perbaikan,1,Risiko Rendah,Motor Grader,Risiko Tinggi
3,1537,Rusak,8,Risiko Rendah,Lainnya,Risiko Rendah
14,1770,Rusak,3,Risiko Rendah,Lainnya,Risiko Tinggi
26,3033,Rusak,0,Risiko Sedang,Compactor,Risiko Tinggi
10,6709,Baik,7,Risiko Tinggi,Wheel Loader,Risiko Tinggi
13,3361,Rusak,5,Risiko Tinggi,Forklift,Risiko Tinggi
10,7979,Rusak,1,Risiko Rendah,Wheel Loader,Risiko Tinggi
13,3056,Baik,8,Risiko Tinggi,Bulldozer,Risiko Tinggi
9,3570,Rusak,4,Risiko Tinggi,Forklift,Risiko Sedang
6,2320,Dalam Perbaikan,9,Risiko Rendah,Backhoe Loader,Risiko Rendah
1,6858,Baik,1,Risiko Tinggi,Excavator,Risiko Tinggi
7,7639,Rusak,1,Risiko Sedang,Lainnya,Risiko Tinggi
9,816,Dalam Perbaikan,7,Risiko Tinggi,Lainnya,Risiko Sedang
1,267,Dalam Perbaikan,4,Risiko Sedang,Motor Grader,Risiko Rendah
19,6364,Rusak,8,Risiko Sedang,Backhoe Loader,Risiko Tinggi
20,7015,Rusak,1,Risiko Sedang,Wheel Loader,Risiko Tinggi
13,7438,Dalam Perbaikan,6,Risiko Rendah,Crane,Risiko Tinggi
1,1834,Dalam Perbaikan,4,Risiko Sedang,Compactor,Risiko Rendah
17,6868,Rusak,10,Risiko Rendah,Excavator,Risiko Tinggi
13,267,Baik,0,Risiko Rendah,Crane,Risiko Tinggi
0,6690,Dalam Perbaikan,9,Risiko Sedang,Crane,Risiko Tinggi
21,7857,Dalam Perbaikan,6,Risiko Rendah,Dump Truck,Risiko Tinggi
14,1578,Dalam Perbaikan,10,Risiko Sedang,Excavator,Risiko Tinggi
1,7634,Dalam Perbaikan,6,Risiko Rendah,Forklift,Risiko Tinggi
3,1423,Rusak,5,Risiko Tinggi,Bulldozer,Risiko Sedang
13,1892,Baik,2,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
6,4726,Rusak,10,Risiko Sedang,Dump Truck,Risiko Sedang
21,7771,Rusak,3,Risiko Rendah,Backhoe Loader,Risiko Tinggi
26,3583,Baik,10,Risiko Tinggi,Bulldozer,Risiko Tinggi
26,5063,Dalam Perbaikan,8,Risiko Rendah,Lainnya,Risiko Tinggi
14,207,Dalam Perbaikan,2,Risiko Sedang,Crane,Risiko Tinggi
21,1963,Dalam Perbaikan,3,Risiko Sedang,Motor Grader,Risiko Tinggi
9,6885,Baik,6,Risiko Sedang,Excavator,Risiko Tinggi
18,679,Baik,10,Risiko Rendah,Lainnya,Risiko Tinggi
23,908,Rusak,9,Risiko Rendah,Backhoe Loader,Risiko Tinggi
22,2313,Rusak,2,Risiko Rendah,Backhoe Loader,Risiko Tinggi
11,6919,Rusak,3,Risiko Sedang,Backhoe Loader,Risiko Tinggi
11,6516,Baik,6,Risiko Rendah,Wheel Loader,Risiko Tinggi
6,625,Baik,10,Risiko Sedang,Forklift,Risiko Rendah
16,5190,Rusak,2,Risiko Rendah,Compactor,Risiko Tinggi
26,7402,Baik,10,Risiko Tinggi,Lainnya,Risiko Tinggi
25,960,Rusak,5,Risiko Sedang,Lainnya,Risiko Tinggi
7,4476,Baik,2,Risiko Tinggi,Compactor,Risiko Rendah
23,1579,Dalam Perbaikan,0,Risiko Tinggi,Excavator,Risiko Tinggi
10,4192,Baik,3,Risiko Sedang,Backhoe Loader,Risiko Sedang
20,241,Rusak,2,Risiko Rendah,Backhoe Loader,Risiko Tinggi
3,5665,Baik,4,Risiko Sedang,Wheel Loader,Risiko Tinggi
20,7808,Baik,5,Risiko Tinggi,Dump Truck,Risiko Tinggi
6,2411,Rusak,7,Risiko Sedang,Dump Truck,Risiko Sedang
14,7555,Baik,4,Risiko Rendah,Motor Grader,Risiko Tinggi
5,6930,Dalam Perbaikan,4,Risiko Sedang,Backhoe Loader,Risiko Tinggi
8,6497,Dalam Perbaikan,4,Risiko Rendah,Motor Grader,Risiko Tinggi
3,3996,Rusak,7,Risiko Sedang,Lainnya,Risiko Sedang
3,2225,Rusak,9,Risiko Rendah,Lainnya,Risiko Rendah
14,3516,Baik,9,Risiko Sedang,Crane,Risiko Tinggi
6,6712,Baik,7,Risiko Rendah,Excavator,Risiko Tinggi
10,2073,Dalam Perbaikan,6,Risiko Sedang,Lainnya,Risiko Sedang
0,7186,Dalam Perbaikan,8,Risiko Sedang,Forklift,Risiko Tinggi
26,939,Baik,5,Risiko Sedang,Bulldozer,Risiko Tinggi
15,2009,Baik,3,Risiko Tinggi,Crane,Risiko Tinggi
15,1188,Rusak,1,Risiko Rendah,Crane,Risiko Tinggi
4,89,Dalam Perbaikan,5,Risiko Rendah,Wheel Loader,Risiko Rendah
8,6514,Rusak,3,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
14,2323,Dalam Perbaikan,3,Risiko Tinggi,Motor Grader,Risiko Tinggi
23,4595,Rusak,9,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
8,7312,Dalam Perbaikan,6,Risiko Tinggi,Forklift,Risiko Tinggi
16,6663,Rusak,3,Risiko Rendah,Excavator,Risiko Tinggi
1,4046,Rusak,0,Risiko Sedang,Forklift,Risiko Sedang
23,1016,Rusak,2,Risiko Tinggi,Crane,Risiko Tinggi
8,3136,Baik,9,Risiko Rendah,Compactor,Risiko Sedang
26,5272,Dalam Perbaikan,0,Risiko Sedang,Compactor,Risiko Tinggi
22,6894,Rusak,0,Risiko Tinggi,Dump Truck,Risiko Tinggi
25,2763,Dalam Perbaikan,0,Risiko Rendah,Wheel Loader,Risiko Tinggi
23,6798,Rusak,4,Risiko Sedang,Crane,Risiko Tinggi
2,2832,Rusak,1,Risiko Tinggi,Crane,Risiko Rendah
11,5016,Baik,6,Risiko Sedang,Wheel Loader,Risiko Tinggi
11,6952,Dalam Perbaikan,1,Risiko Sedang,Lainnya,Risiko Tinggi
23,239,Baik,0,Risiko Rendah,Bulldozer,Risiko Tinggi
23,2644,Dalam Perbaikan,6,Risiko Rendah,Bulldozer,Risiko Tinggi
24,1565,Dalam Perbaikan,5,Risiko Tinggi,Excavator,Risiko Tinggi
4,7110,Baik,4,Risiko Rendah,Backhoe Loader,Risiko Tinggi
25,7759,Rusak,1,Risiko Sedang,Crane,Risiko Tinggi
4,5019,Rusak,4,Risiko Tinggi,Bulldozer,Risiko Tinggi
22,4779,Rusak,1,Risiko Rendah,Crane,Risiko Tinggi
22,6168,Dalam Perbaikan,6,Risiko Tinggi,Wheel Loader,Risiko Tinggi
5,1002,Dalam Perbaikan,8,Risiko Rendah,Lainnya,Risiko Rendah
11,5417,Rusak,4,Risiko Sedang,Wheel Loader,Risiko Tinggi
19,752,Rusak,4,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
15,4575,Baik,10,Risiko Tinggi,Motor Grader,Risiko Tinggi
4,639,Baik,7,Risiko Rendah,Motor Grader,Risiko Rendah
26,5492,Baik,7,Risiko Sedang,Motor Grader,Risiko Tinggi
11,856,Rusak,3,Risiko Tinggi,Dump Truck,Risiko Sedang
10,7032,Rusak,4,Risiko Tinggi,Wheel Loader,Risiko Tinggi
6,1261,Dalam Perbaikan,1,Risiko Rendah,Motor Grader,Risiko Rendah
15,3158,Rusak,9,Risiko Tinggi,Motor Grader,Risiko Tinggi
2,3278,Baik,1,Risiko Sedang,Forklift,Risiko Rendah
21,5621,Rusak,9,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
22,3776,Baik,1,Risiko Rendah,Excavator,Risiko Tinggi
12,1532,Rusak,0,Risiko Sedang,Dump Truck,Risiko Sedang
12,2883,Rusak,1,Risiko Tinggi,Backhoe Loader,Risiko Sedang
15,3534,Baik,2,Risiko Sedang,Dump Truck,Risiko Tinggi
13,4160,Rusak,0,Risiko Sedang,Compactor,Risiko Tinggi
15,801,Baik,10,Risiko Sedang,Forklift,Risiko Tinggi
20,2408,Baik,6,Risiko Rendah,Lainnya,Risiko Tinggi
18,4338,Dalam Perbaikan,7,Risiko Tinggi,Forklift,Risiko Tinggi
23,5580,Baik,10,Risiko Rendah,Backhoe Loader,Risiko Tinggi
19,943,Baik,0,Risiko Tinggi,Compactor,Risiko Tinggi
19,539,Dalam Perbaikan,1,Risiko Sedang,Motor Grader,Risiko Tinggi
7,5730,Dalam Perbaikan,6,Risiko Sedang,Forklift,Risiko Tinggi
23,1801,Dalam Perbaikan,4,Risiko Sedang,Motor Grader,Risiko Tinggi
21,6436,Baik,5,Risiko Tinggi,Compactor,Risiko Tinggi
4,4884,Rusak,0,Risiko Rendah,Bulldozer,Risiko Sedang
10,7436,Dalam Perbaikan,9,Risiko Sedang,Compactor,Risiko Tinggi
4,1954,Baik,5,Risiko Tinggi,Backhoe Loader,Risiko Rendah
21,1534,Rusak,7,Risiko Rendah,Excavator,Risiko Tinggi
5,3887,Rusak,5,Risiko Rendah,Bulldozer,Risiko Sedang
18,7219,Baik,2,Risiko Tinggi,Excavator,Risiko Tinggi
7,2884,Rusak,9,Risiko Rendah,Wheel Loader,Risiko Rendah
19,3871,Baik,0,Risiko Rendah,Lainnya,Risiko Tinggi
5,2381,Baik,8,Risiko Tinggi,Bulldozer,Risiko Rendah
2,1200,Baik,1,Risiko Sedang,Crane,Risiko Rendah
12,4019,Dalam Perbaikan,5,Risiko Tinggi,Compactor,Risiko Sedang
5,3985,Rusak,5,Risiko Sedang,Excavator,Risiko Sedang
0,2888,Rusak,5,Risiko Tinggi,Lainnya,Risiko Sedang
11,923,Rusak,10,Risiko Tinggi,Excavator,Risiko Sedang
22,3361,Baik,10,Risiko Rendah,Crane,Risiko Tinggi
11,253,Baik,9,Risiko Tinggi,Forklift,Risiko Sedang
15,1690,Dalam Perbaikan,1,Risiko Rendah,Forklift,Risiko Tinggi
6,884,Rusak,10,Risiko Tinggi,Dump Truck,Risiko Sedang
12,7850,Dalam Perbaikan,2,Risiko Sedang,Crane,Risiko Tinggi
16,3203,Dalam Perbaikan,6,Risiko Sedang,Compactor,Risiko Tinggi
20,336,Dalam Perbaikan,8,Risiko Tinggi,Crane,Risiko Tinggi
0,5016,Baik,6,Risiko Sedang,Lainnya,Risiko Tinggi
1,6490,Rusak,4,Risiko Rendah,Excavator,Risiko Tinggi
11,7595,Dalam Perbaikan,2,Risiko Sedang,Bulldozer,Risiko Tinggi
10,7918,Rusak,9,Risiko Tinggi,Bulldozer,Risiko Tinggi
17,3988,Rusak,1,Risiko Sedang,Excavator,Risiko Tinggi
12,335,Baik,4,Risiko Tinggi,Backhoe Loader,Risiko Rendah
25,4000,Rusak,0,Risiko Sedang,Crane,Risiko Tinggi
5,6833,Baik,0,Risiko Sedang,Bulldozer,Risiko Tinggi
15,7198,Rusak,8,Risiko Tinggi,Dump Truck,Risiko Tinggi
22,7812,Baik,4,Risiko Rendah,Motor Grader,Risiko Tinggi
13,4794,Baik,4,Risiko Rendah,Excavator,Risiko Tinggi
11,7642,Rusak,3,Risiko Tinggi,Forklift,Risiko Tinggi
13,3269,Baik,4,Risiko Sedang,Lainnya,Risiko Tinggi
17,1419,Dalam Perbaikan,6,Risiko Tinggi,Crane,Risiko Tinggi
1,4736,Baik,10,Risiko Rendah,Compactor,Risiko Rendah
22,3410,Dalam Perbaikan,3,Risiko Sedang,Compactor,Risiko Tinggi
24,2435,Dalam Perbaikan,10,Risiko Sedang,Dump Truck,Risiko Tinggi
21,3079,Rusak,1,Risiko Rendah,Dump Truck,Risiko Tinggi
12,5686,Rusak,8,Risiko Tinggi,Crane,Risiko Tinggi
12,2901,Rusak,7,Risiko Sedang,Forklift,Risiko Sedang
12,226,Dalam Perbaikan,0,Risiko Sedang,Backhoe Loader,Risiko Rendah
2,1151,Dalam Perbaikan,4,Risiko Rendah,Lainnya,Risiko Rendah
10,3056,Baik,9,Risiko Tinggi,Lainnya,Risiko Sedang
17,438,Rusak,2,Risiko Sedang,Excavator,Risiko Tinggi
12,6614,Dalam Perbaikan,7,Risiko Rendah,Backhoe Loader,Risiko Tinggi
25,2213,Dalam Perbaikan,1,Risiko Sedang,Lainnya,Risiko Tinggi
23,6733,Rusak,9,Risiko Sedang,Crane,Risiko Tinggi
25,994,Dalam Perbaikan,9,Risiko Tinggi,Dump Truck,Risiko Tinggi
3,5873,Baik,3,Risiko Tinggi,Bulldozer,Risiko Tinggi
9,6065,Rusak,2,Risiko Rendah,Bulldozer,Risiko Tinggi
17,5146,Rusak,0,Risiko Sedang,Lainnya,Risiko Tinggi
4,1644,Baik,1,Risiko Rendah,Bulldozer,Risiko Rendah
7,7208,Baik,8,Risiko Rendah,Motor Grader,Risiko Tinggi
20,848,Rusak,0,Risiko Tinggi,Wheel Loader,Risiko Tinggi
14,455,Baik,4,Risiko Sedang,Wheel Loader,Risiko Tinggi
21,6719,Baik,8,Risiko Sedang,Lainnya,Risiko Tinggi
5,3597,Dalam Perbaikan,9,Risiko Rendah,Forklift,Risiko Sedang
